epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
0;0.3541831140962838;0.8753491;0.48120675986077976;0.8254814518729707;0.4871665827881228;0.8793296;0.7174515;0.9919647;0.13034725;0.8755431;0.4636061994004829;0.820835007277541;0.31299967936186374;0.45871559633027525;0.8806256;0.6966292;0.9903087;0.14220184
1;0.32771869328114817;0.8799128;0.5051758036858226;0.8327751187825643;0.497737556561086;0.8910912;0.6586402;0.98101467;0.23402114;0.8783364;0.48800015761849924;0.8274605333350897;0.305499857392169;0.4874141876430206;0.89168847;0.6325301;0.9781048;0.24082568
